Location,Price,No. of rooms,No. of bathrooms,Area,Neighborhood,Municipality,Type,Price per sq meter,Bathrooms per room,Price_Category
,13900,3.0,3.0,120.0,Santa Margarita ,Zapopan,House,115.83333333333333,1.0,10k-20k
Tenochtitlán 4504,15000,4.0,2.0,120.0,Fraccionamiento Jardines de La Cruz,Guadalajara,House,125.0,0.5,10k-20k
Calle Alameda,14500,3.0,2.0,120.0,Girasoles Elite,Zapopan,House,120.83333333333333,0.6666666666666666,10k-20k
,14500,3.0,2.0,120.0,San Isidro,Zapopan,House,120.83333333333333,0.6666666666666666,10k-20k
Casa en Renta en Bosques Vallarta,15500,3.0,2.0,120.0,El Fortín,Zapopan,House,129.16666666666666,0.6666666666666666,10k-20k
"Juan Palomar y Arias 765, Prados Providencia, Prados de Providencia, Guadalajara",19000,1.0,2.0,120.0,Country Club,Guadalajara,Department,158.33333333333334,2.0,10k-20k
Eutimio pinzon 677,27000,2.0,2.0,120.0,Providencia,Guadalajara,Department,225.0,1.0,20k-30k
,8900,3.0,4.0,120.0,San Agustín,Tlajomulco de Zúñiga,House,74.16666666666667,1.3333333333333333,0-10k
Av General Ramon corona 2243,24000,2.0,2.0,120.0,Ladrón de Guevara,Guadalajara,Department,200.0,1.0,20k-30k
Avenida Labna 1437,34500,3.0,2.0,120.0,Valle Real,Zapopan,Department,287.5,0.6666666666666666,30k-40k
,13000,4.0,2.0,120.0,Real del Sol,Tlajomulco de Zúñiga,House,108.33333333333333,0.5,10k-20k
CAMINO A LA CUESTA 601 46,21000,3.0,3.0,120.0,Fraccionamiento Valle Imperial,Zapopan,House,175.0,1.0,20k-30k
Av Bosque Real ,21000,3.0,3.0,120.0,Fraccionamiento Valle Imperial,Zapopan,House,175.0,1.0,20k-30k
COTO LA GUARNICION ,13500,3.0,1.0,120.0,Fraccionamiento Senderos de Monte Verde,Tlajomulco de Zúñiga,House,112.5,0.3333333333333333,10k-20k
,24000,2.0,2.0,120.0,Altamira,Zapopan,Department,200.0,1.0,20k-30k
Bosque de los Colomos 42,19500,3.0,2.0,121.0,Sendas Residencial,Zapopan,House,161.15702479338842,0.6666666666666666,10k-20k
ESCORPION 321,22750,3.0,2.0,122.0,Ladrón de Guevara,Guadalajara,House,186.47540983606558,0.6666666666666666,20k-30k
,13900,3.0,3.0,122.0,Altavista Residencial,Zapopan,House,113.93442622950819,1.0,10k-20k
Av. Vallarta  2769,18000,2.0,2.0,122.0,Fraccionamiento Camino Real,Zapopan,Department,147.54098360655738,1.0,10k-20k
Av. Central Guillermo González Camarena #500,18000,2.0,2.0,122.0,Fraccionamiento Camino Real,Zapopan,Department,147.54098360655738,1.0,10k-20k
 Av. Inglaterra  6363,19800,3.0,2.0,122.0,Jocotán,Zapopan,House,162.29508196721312,0.6666666666666666,10k-20k
Francisco Zarco  23,22750,3.0,2.0,122.0,Ladrón de Guevara,Guadalajara,House,186.47540983606558,0.6666666666666666,20k-30k
ABOGADOS 582,12000,3.0,2.0,122.0,Alta California Residencial,Tlajomulco de Zúñiga,House,98.36065573770492,0.6666666666666666,10k-20k
,15000,3.0,2.0,123.0,Fraccionamiento Nueva Galicia Residencial,Tlajomulco de Zúñiga,House,121.95121951219512,0.6666666666666666,10k-20k
RINCONADA LOS LAURELES 243,15000,3.0,2.0,123.0,Fraccionamiento Nueva Galicia Residencial,Tlajomulco de Zúñiga,House,121.95121951219512,0.6666666666666666,10k-20k
AV NUEVA GALICIA #50,15000,3.0,2.0,123.0,Fraccionamiento Nueva Galicia Residencial,Tlajomulco de Zúñiga,House,121.95121951219512,0.6666666666666666,10k-20k
STA ANA 1606 49,15000,2.0,2.0,123.0,La Tijera,Tlajomulco de Zúñiga,House,121.95121951219512,1.0,10k-20k
,28000,2.0,2.0,123.0,Fraccionamiento Solares,Zapopan,House,227.64227642276424,1.0,20k-30k
Paseo de los Tabachines 17D,19500,4.0,4.0,124.0,Tepeyac,Zapopan,House,157.25806451612902,1.0,10k-20k
Avenida Montevideo 3550,26000,3.0,2.0,124.0,Loma Bonita,Zapopan,Department,209.67741935483872,0.6666666666666666,20k-30k
rinconada del arroyo 1501 1 1,26000,2.0,3.0,124.0,Loma Bonita,Zapopan,Department,209.67741935483872,1.5,20k-30k
,23500,2.0,2.0,124.0,Altamira,Zapopan,Department,189.51612903225808,1.0,20k-30k
Prolongación Jesus ,25000,2.0,2.0,124.0,Americana,Guadalajara,Department,201.61290322580646,1.0,20k-30k
paseo el manantial,12000,3.0,2.0,124.0,Fraccionamiento Colón Industrial,Guadalajara,House,96.7741935483871,0.6666666666666666,10k-20k
Calzada de las flores 1364,18200,4.0,3.0,125.0,Fraccionamiento Real de Valdepeñas,Zapopan,House,145.6,0.75,10k-20k
Camino a las Moras 600,7500,2.0,1.0,125.0,Vista Sur Residencial,Tlajomulco de Zúñiga,House,60.0,0.5,0-10k
C.OTTAWA 1360,29000,2.0,2.0,125.0,Circunvalación Américas,Guadalajara,Department,232.0,1.0,20k-30k
Altamira Departamento,25000,2.0,1.0,125.0,Altamira,Zapopan,Department,200.0,0.5,20k-30k
Altamira 885,25000,2.0,2.0,125.0,Altamira,Zapopan,Department,200.0,1.0,20k-30k
AV. HIDALGO 1990 ,25000,2.0,1.0,125.0,Altamira,Zapopan,Department,200.0,0.5,20k-30k
Altamira 885,16900,2.0,2.0,125.0,Providencia,Guadalajara,Department,135.2,1.0,10k-20k
,18200,4.0,3.0,125.0,Fraccionamiento Real de Valdepeñas,Zapopan,House,145.6,0.75,10k-20k
Jose Maria Vigil 2534,30000,2.0,2.0,126.0,Fraccionamiento Colomos Providencia,Guadalajara,Department,238.0952380952381,1.0,20k-30k
Niños Heroes #2571,28000,2.0,2.0,126.0,Jardines del Bosque,Guadalajara,Department,222.22222222222223,1.0,20k-30k
,15900,3.0,2.0,126.0,Altavista Residencial,Zapopan,House,126.19047619047619,0.6666666666666666,10k-20k
Luna,31500,2.0,2.0,126.0,Jardines del Bosque,Guadalajara,Department,250.0,1.0,30k-40k
Av. Guadalupe 5040,15000,3.0,2.0,126.0,Adamar,Tlajomulco de Zúñiga,House,119.04761904761905,0.6666666666666666,10k-20k
Av. del Bosque Real,25500,3.0,3.0,126.0,Santillana,Zapopan,House,202.38095238095238,1.0,20k-30k
Niños Heroes 2571,27800,3.0,3.0,126.0,Jardines del Bosque Norte,Guadalajara,Department,220.63492063492063,1.0,20k-30k
Niños Heroes 2571,27800,3.0,3.0,127.0,Jardines del Bosque,Guadalajara,Department,218.89763779527559,1.0,20k-30k
garibaldi,21500,4.0,3.0,127.0,Coto Nueva Galicia,Tlajomulco de Zúñiga,House,169.29133858267716,0.75,20k-30k
Libra 481 206 C,30000,3.0,2.0,127.0,Lomas Altas,Zapopan,Department,236.2204724409449,0.6666666666666666,20k-30k
,21500,4.0,3.0,127.0,Coto Nueva Galicia,Tlajomulco de Zúñiga,House,169.29133858267716,0.75,20k-30k
Asuncion 1985,28600,2.0,2.0,127.0,Fraccionamiento Colomos Providencia,Guadalajara,Department,225.1968503937008,1.0,20k-30k
Morelos 2080,28600,2.0,2.0,127.0,Fraccionamiento Colomos Providencia,Guadalajara,Department,225.1968503937008,1.0,20k-30k
,30000,3.0,2.0,127.0,Lomas Altas,Zapopan,Department,236.2204724409449,0.6666666666666666,20k-30k
Talavera Poniente #3605,28600,2.0,2.0,127.0,Fraccionamiento Colomos Providencia,Guadalajara,Department,225.1968503937008,1.0,20k-30k
José María Vigil,18500,2.0,1.0,128.0,Fraccionamiento Monraz,Guadalajara,Department,144.53125,0.5,10k-20k
Coto 1,24500,3.0,2.0,128.0,Santillana,Zapopan,House,191.40625,0.6666666666666666,20k-30k
,20500,3.0,3.0,128.0,Jardines de La Patria,Zapopan,House,160.15625,1.0,20k-30k
acueducto 360,30000,2.0,3.0,128.0,Monraz,Guadalajara,Department,234.375,1.5,20k-30k
,15900,3.0,2.0,128.0,Fraccionamiento Nueva Galicia Residencial,Tlajomulco de Zúñiga,House,124.21875,0.6666666666666666,10k-20k
,45000,3.0,2.0,129.0,Puerta de Hierro,Zapopan,Department,348.83720930232556,0.6666666666666666,40k-50k
Altamira Departamento,45000,3.0,2.0,129.0,Puerta de Hierro,Zapopan,Department,348.83720930232556,0.6666666666666666,40k-50k
Cosmocrat Puerta de Hierro,45000,3.0,2.0,129.0,Puerta de Hierro,Zapopan,Department,348.83720930232556,0.6666666666666666,40k-50k
Av. Aviación 4055,13500,4.0,2.0,130.0,Hogares de Nuevo México,Zapopan,House,103.84615384615384,0.5,10k-20k
,39000,2.0,2.0,130.0,Valle Real,Zapopan,Department,300.0,1.0,30k-40k
UXMAL  94,14000,3.0,2.0,130.0,Fraccionamiento Arvento,Tlajomulco de Zúñiga,House,107.6923076923077,0.6666666666666666,10k-20k
,14000,3.0,1.0,130.0,12 de Diciembre,Zapopan,House,107.6923076923077,0.3333333333333333,10k-20k
"Calle Vidrio 1984, Col Americana",18500,3.0,1.0,130.0,Valle Real,Zapopan,Department,142.30769230769232,0.3333333333333333,10k-20k
Brasilia 2790,35000,3.0,2.0,130.0,Fraccionamiento Colomos Providencia,Guadalajara,Department,269.2307692307692,0.6666666666666666,30k-40k
Alcamo 3050,25000,2.0,2.0,130.0,Monraz,Guadalajara,Department,192.30769230769232,1.0,20k-30k
Paseo L,25000,3.0,2.0,130.0,Fraccionamiento Valle Imperial,Zapopan,House,192.30769230769232,0.6666666666666666,20k-30k
Cometa 2891,12500,3.0,2.0,130.0,Fraccionamiento Nueva Galicia Residencial,Tlajomulco de Zúñiga,House,96.15384615384616,0.6666666666666666,10k-20k
SAN VICENTE 1121,8000,2.0,1.0,130.0,Fraccionamiento La Providencia,Tonalá,Department,61.53846153846154,0.5,0-10k
la merced 925,20500,3.0,3.0,130.0,Fraccionamiento Jardines Vallarta,Zapopan,House,157.69230769230768,1.0,20k-30k
Paseo Lomas Altas,28000,2.0,1.0,130.0,Agraria,Zapopan,Department,215.3846153846154,0.5,20k-30k
country Club,20500,3.0,3.0,130.0,Fraccionamiento Jardines Vallarta,Zapopan,House,157.69230769230768,1.0,20k-30k
Conjunto Patria ,21000,3.0,3.0,130.0,Fraccionamiento Valle Imperial,Zapopan,House,161.53846153846155,1.0,20k-30k
boulevard Mirasierra 93 75,15000,2.0,2.0,130.0,Nuevo México,Zapopan,House,115.38461538461539,1.0,10k-20k
LOPEZ MATEOS 194,25000,2.0,5.0,130.0,Fraccionamiento Valle Imperial,Zapopan,House,192.30769230769232,2.5,20k-30k
Depa en Renta Avila Camacho 545 Cerca Plaza Patria,30000,1.0,1.0,130.0,Fraccionamiento Vallarta San Jorge,Guadalajara,Department,230.76923076923077,1.0,20k-30k
Ottawa 1360,32000,2.0,2.0,130.0,Fraccionamiento Colomos Providencia,Guadalajara,Department,246.15384615384616,1.0,30k-40k
,25000,2.0,2.0,130.0,Arcos Vallarta,Guadalajara,Department,192.30769230769232,1.0,20k-30k
AVENIDA CHAPULTEPEC 480,25000,2.0,2.0,130.0,Arcos Vallarta,Guadalajara,Department,192.30769230769232,1.0,20k-30k
Justo Sierra  3019,14000,3.0,2.0,130.0,Fraccionamiento El Paraíso,Tlajomulco de Zúñiga,House,107.6923076923077,0.6666666666666666,10k-20k
,23500,3.0,2.0,130.0,San Juan de Ocotan,Zapopan,House,180.76923076923077,0.6666666666666666,20k-30k
,14000,3.0,2.0,130.0,12 de Diciembre,Zapopan,House,107.6923076923077,0.6666666666666666,10k-20k
Paseo San Arturo Pte 685,17500,3.0,2.0,130.0,Fraccionamiento Jardín Real,Zapopan,House,134.6153846153846,0.6666666666666666,10k-20k
Talavera pte 3538,8000,2.0,1.0,130.0,Fraccionamiento La Providencia,Tonalá,Department,61.53846153846154,0.5,0-10k
Av. Cima Real ,39000,2.0,2.0,130.0,Valle Real,Zapopan,Department,300.0,1.0,30k-40k
,5000,3.0,1.0,130.0,Copalita,Zapopan,House,38.46153846153846,0.3333333333333333,0-10k
,14000,3.0,2.0,130.0,Fraccionamiento Arvento,Tlajomulco de Zúñiga,House,107.6923076923077,0.6666666666666666,10k-20k
Mixton,23500,3.0,2.0,130.0,San Juan de Ocotan,Zapopan,House,180.76923076923077,0.6666666666666666,20k-30k
,21000,3.0,3.0,130.0,Fraccionamiento Valle Imperial,Zapopan,House,161.53846153846155,1.0,20k-30k
"Juan Ruiz de Alarcón 229 102 , Americana , 44160 Guadalajara, Jalisco, México",35000,2.0,2.0,130.0,Americana,Guadalajara,Department,269.2307692307692,1.0,30k-40k
Cubilete #163,23000,3.0,2.0,131.0,Punto Sur,Tlajomulco de Zúñiga,House,175.57251908396947,0.6666666666666666,20k-30k
"Av. de las Rosas, Rancho Contento, ",23000,3.0,2.0,131.0,Punto Sur,Tlajomulco de Zúñiga,House,175.57251908396947,0.6666666666666666,20k-30k
Avenida Moctezuma 6205,25000,3.0,3.0,131.0,Bosques de Zapopan,Zapopan,House,190.83969465648855,1.0,20k-30k
Royal Country 473,31000,2.0,2.0,132.0,Puerta de Hierro,Zapopan,Department,234.84848484848484,1.0,30k-40k
Av. Naciones Unidas 6396,25500,3.0,3.0,132.0,Santillana,Zapopan,House,193.1818181818182,1.0,20k-30k
Duque de Rivas 2128,25500,3.0,3.0,132.0,Arcos Vallarta,Guadalajara,Department,193.1818181818182,1.0,20k-30k
Juan Palomar y Arias 765,40000,2.0,2.0,132.0,Prados de Providencia,Guadalajara,Department,303.030303030303,1.0,30k-40k
,21000,3.0,2.0,132.0,Universitaria,Guadalajara,House,159.0909090909091,0.6666666666666666,20k-30k
,20000,3.0,3.0,132.0,Fraccionamiento Porta Real,Zapopan,House,151.5151515151515,1.0,10k-20k
ROYAL COUNTRY 4734,34000,3.0,2.0,132.0,Puerta de Hierro,Zapopan,Department,257.57575757575756,0.6666666666666666,30k-40k
Mar Egeo,52800,2.0,3.0,132.0,Country Club,Guadalajara,Department,400.0,1.5,50k-70k
"P.º Loma Chica 3410, Colinas de San Javier, 44660 Guadalajara, Jal.",28500,3.0,3.0,133.0,Punto Sur,Tlajomulco de Zúñiga,House,214.28571428571428,1.0,20k-30k
PATRIA 1891,22000,2.0,2.0,133.0,Lomas de Santa Anita,Tlajomulco de Zúñiga,Department,165.41353383458647,1.0,20k-30k
,28000,2.0,2.0,133.0,Americana,Guadalajara,Department,210.52631578947367,1.0,20k-30k
altavista poniente 100,22000,3.0,3.0,133.0,Fraccionamiento Solares,Zapopan,House,165.41353383458647,1.0,20k-30k
Av. Aviacion,45000,2.0,2.0,133.0,Puerta de Hierro,Zapopan,Department,338.34586466165416,1.0,40k-50k
,27000,3.0,2.0,134.0,Fraccionamiento Solares,Zapopan,House,201.49253731343285,0.6666666666666666,20k-30k
,34000,3.0,2.0,134.0,La Mojonera,Zapopan,House,253.73134328358208,0.6666666666666666,30k-40k
av chapultepec norte 78,29500,2.0,2.0,134.0,Country Club,Guadalajara,Department,220.1492537313433,1.0,20k-30k
Paseo del Parque al 2055 Casa 67,30000,3.0,3.0,134.0,El TriAngulo,Zapopan,House,223.88059701492537,1.0,20k-30k
"Avenida casa fuerte, coto El Bastión  191 196",22000,4.0,3.0,135.0,Fraccionamiento Real del Carmen Grand,Zapopan,House,162.96296296296296,0.75,20k-30k
,18500,3.0,5.0,135.0,Volcán Del Colli,Zapopan,House,137.03703703703704,1.6666666666666667,10k-20k
Enrique Diaz de Leon  823,22000,2.0,3.0,135.0,Villaseñor,Guadalajara,Department,162.96296296296296,1.5,20k-30k
PASEO SAN ARTURO 1020,18500,3.0,3.0,135.0,Volcán Del Colli,Zapopan,House,137.03703703703704,1.0,10k-20k
Av. Servidor Publico 1262,22000,4.0,3.0,135.0,Fraccionamiento Real del Carmen Grand,Zapopan,House,162.96296296296296,0.75,20k-30k
"C. La Ley 2947, Juan Manuel, 44680 Guadalajara, Jal., México",39500,3.0,4.0,135.0,Jardines Universidad,Zapopan,Department,292.5925925925926,1.3333333333333333,30k-40k
Avenida Campiña 5173 21,19500,3.0,2.0,135.0,Punto Sur,Tlajomulco de Zúñiga,House,144.44444444444446,0.6666666666666666,10k-20k
Av Patria ,33080,2.0,3.0,135.0,Lomas Altas,Zapopan,Department,245.03703703703704,1.5,30k-40k
Puesta del sol 4150,33080,2.0,2.0,135.0,Lomas Altas,Zapopan,Department,245.03703703703704,1.0,30k-40k
Diag. San Jorge 93,35000,2.0,2.0,135.0,Fraccionamiento Vallarta San Jorge,Guadalajara,Department,259.25925925925924,1.0,30k-40k
AV VOLCAN TANCITARO 2236,18500,3.0,3.0,135.0,Volcán Del Colli,Zapopan,House,137.03703703703704,1.0,10k-20k
Av Niños Héroes 2050,39500,3.0,2.0,135.0,Jardines Universidad,Zapopan,Department,292.5925925925926,0.6666666666666666,30k-40k
av paseo la toscana 600,34000,3.0,2.0,135.0,Valle Real,Zapopan,Department,251.85185185185185,0.6666666666666666,30k-40k
La Rioja,22000,4.0,4.0,135.0,La Cantera,Zapopan,House,162.96296296296296,1.0,20k-30k
coto 1 colinas de san isidro,15000,3.0,3.0,136.0,Bosque Real de Santa Anita,Tlajomulco de Zúñiga,House,110.29411764705883,1.0,10k-20k
Andres Teran 1165,31000,2.0,2.0,136.0,Valle Real,Zapopan,Department,227.94117647058823,1.0,30k-40k
Blvd. Santillana 33,34000,3.0,3.0,136.0,Fraccionamiento Solares,Zapopan,House,250.0,1.0,30k-40k
,20000,3.0,3.0,136.0,Arboledas ,Zapopan,House,147.05882352941177,1.0,10k-20k
Torre Livorno,31850,2.0,2.0,136.0,Lomas Altas,Zapopan,Department,234.19117647058823,1.0,30k-40k
Blvd. Santillana 33,18500,3.0,3.0,136.0,Nuevo México,Zapopan,Department,136.02941176470588,1.0,10k-20k
AVENIDA JUAN PALOMAR Y ARIAS.,22800,3.0,3.0,136.0,Ciudad Bugambilia,Zapopan,House,167.64705882352942,1.0,20k-30k
Quintana roo 406,39500,2.0,1.0,137.0,Providencia,Guadalajara,Department,288.3211678832117,0.5,30k-40k
,39500,2.0,2.0,137.0,Providencia,Guadalajara,Department,288.3211678832117,1.0,30k-40k
"Blvrd Puerta de Hierro 5065, Puerta de Hierro,  Zapopan, Jal.",27000,2.0,1.0,137.0,Ciudad Del Sol,Zapopan,Department,197.08029197080293,0.5,20k-30k
Amatista 2558,27000,2.0,1.0,137.0,Ciudad Del Sol,Zapopan,Department,197.08029197080293,0.5,20k-30k
5446 San Luis gonzaga,27000,3.0,2.0,137.0,Juan Manuel Vallarta,Zapopan,Department,197.08029197080293,0.6666666666666666,20k-30k
,20000,3.0,2.0,137.0,Girasoles Acueducto,Zapopan,House,145.98540145985402,0.6666666666666666,10k-20k
prolonagcion jesus,39500,2.0,2.0,137.0,Providencia,Guadalajara,Department,288.3211678832117,1.0,30k-40k
Diag Manuel Cambre 2235,39500,2.0,2.0,137.0,Providencia,Guadalajara,Department,288.3211678832117,1.0,30k-40k
,23900,3.0,2.0,137.0,Juan Manuel Vallarta,Zapopan,Department,174.45255474452554,0.6666666666666666,20k-30k
Alcamo 3050,25000,2.0,2.0,138.0,Monraz,Guadalajara,Department,181.15942028985506,1.0,20k-30k
,25000,2.0,2.0,138.0,Monraz,Guadalajara,Department,181.15942028985506,1.0,20k-30k
Calz. Central 503,9990,2.0,1.0,138.0,Ciudad Granja,Zapopan,Department,72.3913043478261,0.5,0-10k
,32000,3.0,2.0,138.0,Providencia,Guadalajara,Department,231.8840579710145,0.6666666666666666,30k-40k
CHAPULTEPEC 480,27500,2.0,2.0,138.0,Americana,Guadalajara,Department,199.2753623188406,1.0,20k-30k
Av Alameda Punto Sur,13500,3.0,2.0,139.0,Fraccionamiento Villa California,Tlajomulco de Zúñiga,House,97.12230215827338,0.6666666666666666,10k-20k
,24000,3.0,2.0,139.0,Fraccionamiento Solares,Zapopan,House,172.66187050359713,0.6666666666666666,20k-30k
,13000,3.0,2.0,139.0,Fraccionamiento El Alcázar (Casa Fuerte),Tlajomulco de Zúñiga,House,93.5251798561151,0.6666666666666666,10k-20k
MEXICALTZINGO 1711,13000,3.0,2.0,139.0,Fraccionamiento El Alcázar (Casa Fuerte),Tlajomulco de Zúñiga,House,93.5251798561151,0.6666666666666666,10k-20k
Av Providencia 2570,30000,2.0,3.0,140.0,Providencia,Guadalajara,Department,214.28571428571428,1.5,20k-30k
COTO LA GUARNICION ,14500,4.0,3.0,140.0,Fraccionamiento El Alcázar (Casa Fuerte),Tlajomulco de Zúñiga,House,103.57142857142857,0.75,10k-20k
av guadalupe 4283,30000,3.0,2.0,140.0,Fraccionamiento Solares,Zapopan,House,214.28571428571428,0.6666666666666666,20k-30k
AV PASEO DEL ALVA 1192,12000,3.0,2.0,140.0,Sendas Residencial,Zapopan,House,85.71428571428571,0.6666666666666666,10k-20k
" Av Rio Blanco 1676-123, Los Almendros, Zapopan, Jalisco",18900,4.0,3.0,140.0,Fraccionamiento Los Almendros,Zapopan,House,135.0,0.75,10k-20k
José María Heredia,29000,2.0,2.0,140.0,Providencia,Guadalajara,Department,207.14285714285714,1.0,20k-30k
,28500,3.0,4.0,140.0,Punto Sur,Tlajomulco de Zúñiga,House,203.57142857142858,1.3333333333333333,20k-30k
av aviacion 4304,23000,3.0,2.0,140.0,Fraccionamiento Jardín Real,Zapopan,House,164.28571428571428,0.6666666666666666,20k-30k
diagonal san jorge 93,34000,2.0,2.0,140.0,Vallarta Sur,Guadalajara,Department,242.85714285714286,1.0,30k-40k
Calle asusncion 1985 colomos providencia,30000,2.0,2.0,140.0,Colomos Patria,Zapopan,Department,214.28571428571428,1.0,20k-30k
VILLA CALIFORNIA,14000,3.0,2.0,140.0,Tlajomulco de Zúñiga,Other,House,100.0,0.6666666666666666,10k-20k
,15000,3.0,2.0,140.0,Belisario Domínguez,Guadalajara,House,107.14285714285714,0.6666666666666666,10k-20k
Mar Ross,20000,3.0,2.0,140.0,Monraz,Guadalajara,Department,142.85714285714286,0.6666666666666666,10k-20k
,11000,3.0,2.0,140.0,Girasoles Acueducto,Zapopan,House,78.57142857142857,0.6666666666666666,10k-20k
Av. Hidalgo 1830,20000,2.0,3.0,140.0,Fraccionamiento Ladrón de Guevara,Guadalajara,Department,142.85714285714286,1.5,10k-20k
San Juan de Letrán 4353,29500,2.0,2.0,140.0,Prados de Providencia,Guadalajara,Department,210.71428571428572,1.0,20k-30k
"Calle Garibaldi , Terranova, Guadalajara ",12500,3.0,1.0,140.0,Adamar,Tlajomulco de Zúñiga,House,89.28571428571429,0.3333333333333333,10k-20k
,15000,3.0,1.0,140.0,Fraccionamiento El Alcázar (Casa Fuerte),Tlajomulco de Zúñiga,House,107.14285714285714,0.3333333333333333,10k-20k
Fray Junípero Serra,16000,3.0,2.0,140.0,Casa Fuerte,Tlajomulco de Zúñiga,House,114.28571428571429,0.6666666666666666,10k-20k
Avenida Casa Fuerte,28500,3.0,4.0,140.0,Punto Sur,Tlajomulco de Zúñiga,House,203.57142857142858,1.3333333333333333,20k-30k
,17800,3.0,1.0,140.0,Jardines Del Sol,Zapopan,House,127.14285714285714,0.3333333333333333,10k-20k
Paseo del Amanecer (COTO MURAAN) 148 63,12300,1.0,2.0,140.0,Zapopan,Other,House,87.85714285714286,2.0,10k-20k
,18500,4.0,5.0,140.0,Fraccionamiento Del Pilar Residencial,Tlajomulco de Zúñiga,House,132.14285714285714,1.25,10k-20k
Lateral anillo periférico 800,29500,1.0,2.0,140.0,Prados de Providencia,Guadalajara,Department,210.71428571428572,2.0,20k-30k
Avenida morelos 2080,34000,3.0,3.0,140.0,Vallarta Sur,Guadalajara,Department,242.85714285714286,1.0,30k-40k
Almendro,18500,3.0,2.0,140.0,Fraccionamiento Del Pilar Residencial,Tlajomulco de Zúñiga,House,132.14285714285714,0.6666666666666666,10k-20k
Av. Hidalgo 1830,20000,2.0,2.0,140.0,Fraccionamiento Ladrón de Guevara,Guadalajara,Department,142.85714285714286,1.0,10k-20k
Livet ottwa ,29500,2.0,2.0,140.0,Prados de Providencia,Guadalajara,Department,210.71428571428572,1.0,20k-30k
,22000,3.0,3.0,140.0,Fraccionamiento La Cima,Zapopan,House,157.14285714285714,1.0,20k-30k
Savia Central,8000,2.0,2.0,140.0,El Campanario,Zapopan,House,57.142857142857146,1.0,0-10k
paseo de la luna 155,18500,3.0,2.0,140.0,Fraccionamiento Del Pilar Residencial,Tlajomulco de Zúñiga,House,132.14285714285714,0.6666666666666666,10k-20k
Circuito del Bosque   127 84,25000,3.0,2.0,140.0,Punto Sur,Tlajomulco de Zúñiga,House,178.57142857142858,0.6666666666666666,20k-30k
"Avenida casa fuerte, coto El Bastión  191 196",15000,3.0,1.0,140.0,Fraccionamiento El Alcázar (Casa Fuerte),Tlajomulco de Zúñiga,House,107.14285714285714,0.3333333333333333,10k-20k
Calle asuncion 1985,33000,3.0,2.0,140.0,Fraccionamiento Real Vallarta,Zapopan,Department,235.71428571428572,0.6666666666666666,30k-40k
López Mateos Sur 1450,26000,3.0,2.0,140.0,El Palomar,Tlajomulco de Zúñiga,House,185.71428571428572,0.6666666666666666,20k-30k
Aurora Boreal Norte,25800,3.0,3.0,141.0,Fraccionamiento Jardines de Guadalupe,Zapopan,Department,182.9787234042553,1.0,20k-30k
,36500,2.0,1.0,142.0,Prados de Providencia,Guadalajara,Department,257.0422535211268,0.5,30k-40k
Libra 481 206 C,36500,2.0,3.0,142.0,Prados de Providencia,Guadalajara,Department,257.0422535211268,1.5,30k-40k
,28000,3.0,5.0,142.0,Fraccionamiento Valle Imperial,Zapopan,House,197.18309859154928,1.6666666666666667,20k-30k
Acueducto 360,29500,2.0,2.0,142.0,Prados de Providencia,Guadalajara,Department,207.74647887323943,1.0,20k-30k
Avenida Universidad 2662,32000,4.0,4.0,143.0,Santillana,Zapopan,House,223.7762237762238,1.0,30k-40k
,15000,3.0,1.0,143.0,Villas Del Tepeyac,Zapopan,House,104.8951048951049,0.3333333333333333,10k-20k
Av. Empresarios 405,60000,2.0,2.0,143.0,Puerta de Hierro,Zapopan,Department,419.5804195804196,1.0,50k-70k
PASEO SAN ARTURO 1020,32000,4.0,4.0,143.0,Santillana,Zapopan,House,223.7762237762238,1.0,30k-40k
Toronjos 469,14000,3.0,2.0,143.0,Fraccionamiento El Alcázar (Casa Fuerte),Tlajomulco de Zúñiga,House,97.9020979020979,0.6666666666666666,10k-20k
ALVIENTO,15000,3.0,2.0,143.0,Villas Del Tepeyac,Zapopan,House,104.8951048951049,0.6666666666666666,10k-20k
acueducto 360,33000,3.0,2.0,143.0,Providencia,Guadalajara,Department,230.76923076923077,0.6666666666666666,30k-40k
Calzada de las flores 1364,15000,3.0,1.0,143.0,El Colli Urbano,Zapopan,House,104.8951048951049,0.3333333333333333,10k-20k
Justo Sierra 2040,23500,2.0,2.0,144.0,Jardines del Bosque Norte,Guadalajara,Department,163.19444444444446,1.0,20k-30k
,26700,4.0,4.0,144.0,Fraccionamiento Solares,Zapopan,House,185.41666666666666,1.0,20k-30k
universidad,30000,3.0,2.0,144.0,Fraccionamiento Solares,Zapopan,House,208.33333333333334,0.6666666666666666,20k-30k
Av. Montevideo 3078,33000,2.0,2.0,144.0,Providencia,Guadalajara,Department,229.16666666666666,1.0,30k-40k
Av. Patria 1891,23500,2.0,2.0,144.0,Jardines del Bosque Norte,Guadalajara,Department,163.19444444444446,1.0,20k-30k
Av. Paseo del Anochecer 964,33000,3.0,3.0,144.0,Fraccionamiento Solares,Zapopan,House,229.16666666666666,1.0,30k-40k
av camino real a colima 481,17800,2.0,2.0,144.0,Sendas Residencial,Zapopan,Department,123.61111111111111,1.0,10k-20k
Sendero de los Encinos ,31000,3.0,2.0,144.0,Fraccionamiento Solares,Zapopan,House,215.27777777777777,0.6666666666666666,30k-40k
Paseo del Anochecer 964,28000,3.0,4.0,144.0,Fraccionamiento Solares,Zapopan,House,194.44444444444446,1.3333333333333333,20k-30k
